Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV	SUM	Percent	CA1	CA2	CA3	GCA1	GCA2	GCA3	GNA1	GNA2	GNA3	NA1	NA2	NA3
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Phreatobacter	s__uncultured_Brucella_sp._g__Phreatobacter	ASV243	6	5.40E-05	0	0	0	0	0	3	0	0	0	3	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Shinella	s__unclassified_g__Shinella	ASV707	3	2.70E-05	0	0	0	0	0	3	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__norank_f__Rhizobiales_Incertae_Sedis	s__uncultured_soil_bacterium_g__norank_f__Rhizobiales_Incertae_Sedis	ASV497	19	0.000171153	0	0	0	0	0	3	0	0	4	0	6	6
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Nordella	s__uncultured_bacterium_g__Nordella	ASV592	23	0.000207185	20	0	0	0	0	3	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Microscillaceae	g__norank_f__Microscillaceae	s__unclassified_g__norank_f__Microscillaceae	ASV708	3	2.70E-05	0	0	0	0	0	3	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__Oligoflexales	f__norank_o__Oligoflexales	g__norank_f__norank_o__Oligoflexales	s__unclassified_g__norank_f__norank_o__Oligoflexales	ASV709	3	2.70E-05	0	0	0	0	0	3	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Cryptosporangiaceae	g__Cryptosporangium	s__unclassified_g__Cryptosporangium	ASV710	3	2.70E-05	0	0	0	0	0	3	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__unclassified_g__Bradyrhizobium	ASV711	3	2.70E-05	0	0	0	0	0	3	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Abditibacteriota	c__Abditibacteria	o__Abditibacteriales	f__Abditibacteriaceae	g__Abditibacterium	s__unclassified_g__Abditibacterium	ASV712	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__unclassified_g__Bryobacter	ASV713	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Spirosoma	s__unclassified_g__Spirosoma	ASV714	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__unclassified_f__Pseudonocardiaceae	s__unclassified_f__Pseudonocardiaceae	ASV715	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteriaceae	g__Rubrobacter	s__unclassified_g__Rubrobacter	ASV716	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__norank_f__Gemmatimonadaceae	s__unclassified_g__norank_f__Gemmatimonadaceae	ASV717	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__Legionella_maceachernii	ASV718	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	s__unclassified_g__Brevibacillus	ASV719	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__unclassified_o__Frankiales	g__unclassified_o__Frankiales	s__unclassified_o__Frankiales	ASV720	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ga0077536	f__norank_o__Ga0077536	g__norank_f__norank_o__Ga0077536	s__metagenome_g__norank_f__norank_o__Ga0077536	ASV721	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__unclassified_g__Corynebacterium	ASV722	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__norank_c__Alphaproteobacteria	f__norank_o__norank_c__Alphaproteobacteria	g__norank_f__norank_o__norank_c__Alphaproteobacteria	s__unclassified_g__norank_f__norank_o__norank_c__Alphaproteobacteria	ASV723	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__unclassified_o__Microtrichales	g__unclassified_o__Microtrichales	s__unclassified_o__Microtrichales	ASV724	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__norank_f__Acetobacteraceae	s__Paracraurococcus_sp.	ASV725	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__unclassified_f__Micrococcaceae	s__unclassified_f__Micrococcaceae	ASV726	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__unclassified_f__Rhodanobacteraceae	s__unclassified_f__Rhodanobacteraceae	ASV727	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Cohnella	s__unclassified_g__Cohnella	ASV728	2	1.80E-05	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia	ASV184	852	0.007674846	0	0	0	0	0	0	0	0	0	852	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharothrix	s__unclassified_g__Saccharothrix	ASV185	723	0.006512809	0	0	0	0	0	0	0	0	0	699	24	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV188	239	0.00215292	0	0	0	0	0	0	0	0	0	53	99	87
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Polyangium_brachysporum_group	s__synthetic_construct_g__Polyangium_brachysporum_group	ASV191	107	0.00096386	0	0	0	0	0	0	0	0	0	44	24	39
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__unclassified_o__Burkholderiales	g__unclassified_o__Burkholderiales	s__unclassified_o__Burkholderiales	ASV192	44	0.000396354	0	0	0	0	0	0	0	0	0	44	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__unclassified_f__Alcaligenaceae	s__unclassified_f__Alcaligenaceae	ASV193	44	0.000396354	0	0	0	0	0	0	0	0	0	44	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__unclassified_f__Oxalobacteraceae	s__unclassified_f__Oxalobacteraceae	ASV194	73	0.000657587	0	0	0	0	0	0	0	0	0	37	36	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV195	219	0.00197276	33	0	0	0	0	0	0	0	0	30	14	142
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium	s__unclassified_g__Mesorhizobium	ASV197	39	0.000351313	0	0	0	0	0	0	0	0	0	28	11	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV198	65	0.000585522	0	0	0	0	0	0	0	0	0	28	37	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__unclassified_f__Oxalobacteraceae	s__unclassified_f__Oxalobacteraceae	ASV201	24	0.000216193	0	0	0	0	0	0	0	0	0	24	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__unclassified_g__Streptomyces	ASV203	29	0.000261233	0	0	0	0	0	0	0	0	0	21	8	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Nocardia	s__unclassified_g__Nocardia	ASV208	13	0.000117104	0	0	0	0	0	0	0	0	0	13	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__norank_f__Mitochondria	s__unclassified_g__norank_f__Mitochondria	ASV210	10	9.01E-05	0	0	0	0	0	0	0	0	0	10	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV214	8	7.21E-05	0	0	0	0	0	0	0	0	0	8	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Phycicoccus	s__unclassified_g__Phycicoccus	ASV215	8	7.21E-05	0	0	0	0	0	0	0	0	0	8	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__unclassified_g__Reyranella	ASV217	7	6.31E-05	0	0	0	0	0	0	0	0	0	7	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Thermoactinomycetales	f__Thermoactinomycetaceae	g__Thermoactinomyces	s__Thermoactinomyces_sp._JAM-FM1001	ASV218	7	6.31E-05	0	0	0	0	0	0	0	0	0	7	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__unclassified_g__Ramlibacter	ASV220	7	6.31E-05	0	0	0	0	0	0	0	0	0	7	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__unclassified_g__Pseudonocardia	ASV222	6	5.40E-05	0	0	0	0	0	0	0	0	0	6	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV224	6	5.40E-05	0	0	0	0	0	0	0	0	0	6	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__unclassified_f__Rhodanobacteraceae	s__unclassified_f__Rhodanobacteraceae	ASV225	5	4.50E-05	0	0	0	0	0	0	0	0	0	5	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Geodermatophilaceae	g__Blastococcus	s__unclassified_g__Blastococcus	ASV226	5	4.50E-05	0	0	0	0	0	0	0	0	0	5	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Catenulisporales	f__Catenulisporaceae	g__Catenulispora	s__unclassified_g__Catenulispora	ASV227	5	4.50E-05	0	0	0	0	0	0	0	0	0	5	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Altererythrobacter	s__unclassified_g__Altererythrobacter	ASV228	5	4.50E-05	0	0	0	0	0	0	0	0	0	5	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Erythrobacter	s__unclassified_g__Erythrobacter	ASV229	5	4.50E-05	0	0	0	0	0	0	0	0	0	5	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__TRA3-20	g__norank_f__TRA3-20	s__unclassified_g__norank_f__TRA3-20	ASV230	4	3.60E-05	0	0	0	0	0	0	0	0	0	4	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Tardiphaga	s__unclassified_g__Tardiphaga	ASV232	4	3.60E-05	0	0	0	0	0	0	0	0	0	4	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Pseudarthrobacter	s__unclassified_g__Pseudarthrobacter	ASV233	4	3.60E-05	0	0	0	0	0	0	0	0	0	4	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__unclassified_f__Xanthomonadaceae	s__unclassified_f__Xanthomonadaceae	ASV234	4	3.60E-05	0	0	0	0	0	0	0	0	0	4	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__unclassified_g__Nocardioides	ASV235	4	3.60E-05	0	0	0	0	0	0	0	0	0	4	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__unclassified_f__Xanthobacteraceae	s__unclassified_f__Xanthobacteraceae	ASV236	4	3.60E-05	0	0	0	0	0	0	0	0	0	4	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__unclassified_g__Corynebacterium	ASV239	3	2.70E-05	0	0	0	0	0	0	0	0	0	3	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium-Methylorubrum	s__Methylobacterium_hispanicum	ASV240	3	2.70E-05	0	0	0	0	0	0	0	0	0	3	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Ellin6055	s__uncultured_bacterium_g__Ellin6055	ASV241	9	8.11E-05	0	0	0	0	0	0	0	0	0	3	0	6
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unclassified_c__Gammaproteobacteria	f__unclassified_c__Gammaproteobacteria	g__unclassified_c__Gammaproteobacteria	s__unclassified_c__Gammaproteobacteria	ASV242	3	2.70E-05	0	0	0	0	0	0	0	0	0	3	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylopilaceae	g__norank_f__Methylopilaceae	s__unclassified_g__norank_f__Methylopilaceae	ASV244	3	2.70E-05	0	0	0	0	0	0	0	0	0	3	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__unclassified_g__Mycobacterium	ASV245	3	2.70E-05	0	0	0	0	0	0	0	0	0	3	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__unclassified_g__Bifidobacterium	ASV248	2	1.80E-05	0	0	0	0	0	0	0	0	0	2	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__unclassified_c__Actinobacteria	f__unclassified_c__Actinobacteria	g__unclassified_c__Actinobacteria	s__unclassified_c__Actinobacteria	ASV249	2	1.80E-05	0	0	0	0	0	0	0	0	0	2	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unclassified_c__Gammaproteobacteria	f__unclassified_c__Gammaproteobacteria	g__unclassified_c__Gammaproteobacteria	s__unclassified_c__Gammaproteobacteria	ASV789	40	0.000360321	0	0	0	0	0	0	0	0	0	0	0	40
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_Incertae_Sedis	f__unclassified_o__Gammaproteobacteria_Incertae_Sedis	g__Acidibacter	s__metagenome_g__Acidibacter	ASV790	37	0.000333297	0	0	0	0	0	0	0	0	0	0	0	37
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV485	64	0.000576514	0	0	0	0	0	0	0	0	0	0	29	35
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV483	88	0.000792707	0	0	0	0	0	0	0	0	11	0	46	31
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV791	26	0.000234209	0	0	0	0	0	0	0	0	0	0	0	26
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__unclassified_f__Microbacteriaceae	s__unclassified_f__Microbacteriaceae	ASV792	18	0.000162145	0	0	0	0	0	0	0	0	0	0	0	18
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia	s__unclassified_g__Devosia	ASV793	18	0.000162145	0	0	0	0	0	0	0	0	0	0	0	18
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__Ferrovibrio	s__unclassified_g__Ferrovibrio	ASV794	17	0.000153137	0	0	0	0	0	0	0	0	0	0	0	17
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__unclassified_g__Streptomyces	ASV795	17	0.000153137	0	0	0	0	0	0	0	0	0	0	0	17
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__unclassified_g__Sphingobium	ASV490	27	0.000243217	0	0	0	0	0	0	0	0	0	0	11	16
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV796	15	0.000135121	0	0	0	0	0	0	0	0	0	0	0	15
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Bosea	s__unclassified_g__Bosea	ASV797	13	0.000117104	0	0	0	0	0	0	0	0	0	0	0	13
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unclassified_g__Sphingomonas	ASV798	13	0.000117104	0	0	0	0	0	0	0	0	0	0	0	13
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV799	11	9.91E-05	0	0	0	0	0	0	0	0	0	0	0	11
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__unclassified_g__Massilia	ASV800	11	9.91E-05	0	0	0	0	0	0	0	0	0	0	0	11
d__Bacteria	k__norank_d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	f__unclassified_o__Babeliales	g__unclassified_o__Babeliales	s__unclassified_o__Babeliales	ASV518	12	0.000108096	0	0	0	0	0	0	0	0	0	0	2	10
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__unclassified_g__Paracoccus	ASV801	10	9.01E-05	0	0	0	0	0	0	0	0	0	0	0	10
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudorhodoplanes	s__unclassified_g__Pseudorhodoplanes	ASV802	10	9.01E-05	0	0	0	0	0	0	0	0	0	0	0	10
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__unclassified_g__Comamonas	ASV803	10	9.01E-05	0	0	0	0	0	0	0	0	0	0	0	10
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__unclassified_f__Rhodanobacteraceae	s__unclassified_f__Rhodanobacteraceae	ASV804	10	9.01E-05	0	0	0	0	0	0	0	0	0	0	0	10
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV805	10	9.01E-05	0	0	0	0	0	0	0	0	0	0	0	10
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__unclassified_f__Xanthobacteraceae	s__unclassified_f__Xanthobacteraceae	ASV806	10	9.01E-05	0	0	0	0	0	0	0	0	0	0	0	10
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptosporangiales	f__Streptosporangiaceae	g__Nonomuraea	s__unclassified_g__Nonomuraea	ASV807	9	8.11E-05	0	0	0	0	0	0	0	0	0	0	0	9
d__Bacteria	k__norank_d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Microscillaceae	g__Ohtaekwangia	s__unclassified_g__Ohtaekwangia	ASV808	8	7.21E-05	0	0	0	0	0	0	0	0	0	0	0	8
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__unclassified_g__Comamonas	ASV809	8	7.21E-05	0	0	0	0	0	0	0	0	0	0	0	8
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Cohnella	s__unclassified_g__Cohnella	ASV480	77	0.000693619	0	0	0	0	0	0	0	0	0	0	69	8
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__unclassified_g__Phenylobacterium	ASV810	8	7.21E-05	0	0	0	0	0	0	0	0	0	0	0	8
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__unclassified_g__Bradyrhizobium	ASV811	8	7.21E-05	0	0	0	0	0	0	0	0	0	0	0	8
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Azospirillum	s__unclassified_g__Azospirillum	ASV812	8	7.21E-05	0	0	0	0	0	0	0	0	0	0	0	8
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Nordella	s__Rhodoligotrophos_sp._g__Nordella	ASV611	12	0.000108096	4	0	0	0	0	0	0	0	2	0	0	6
d__Bacteria	k__norank_d__Bacteria	p__Chloroflexi	c__TK10	o__norank_c__TK10	f__norank_o__norank_c__TK10	g__norank_f__norank_o__norank_c__TK10	s__unclassified_g__norank_f__norank_o__norank_c__TK10	ASV813	5	4.50E-05	0	0	0	0	0	0	0	0	0	0	0	5
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales	f__norank_o__Micavibrionales	g__norank_f__norank_o__Micavibrionales	s__uncultured_bacterium_g__norank_f__norank_o__Micavibrionales	ASV814	5	4.50E-05	0	0	0	0	0	0	0	0	0	0	0	5
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__unclassified_f__Acetobacteraceae	s__unclassified_f__Acetobacteraceae	ASV815	5	4.50E-05	0	0	0	0	0	0	0	0	0	0	0	5
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	s__unclassified_g__Brevibacillus	ASV816	5	4.50E-05	0	0	0	0	0	0	0	0	0	0	0	5
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__unclassified_g__Novosphingobium	ASV817	5	4.50E-05	0	0	0	0	0	0	0	0	0	0	0	5
